NombreChequeador,FechaDespacho,HoraDespacho,Carrier,NumeroGuia,CantidadDespachada,PaisDestino,ClienteID
Javier Viquez T,2012-06-30,8:00:00,UPS,GTM-M1NDGOJWMV0L4V,3,Guatemala,376
Pedro Rodriguez O,2012-07-01,9:00:00,Correos de Costa Rica,PAN-JF8CDFPNLO55XU,2,Panama,105
Pedro Rodriguez O,2012-07-01,10:00:00,Correos de Costa Rica,GTM-0Y58NA6X6TRAXA,2,Guatemala,348
Juan Gomez H,2012-07-01,8:00:00,FedEx,GTM-NACWYZP4STKSDI,1,Guatemala,208
Juan Gomez H,2012-07-01,9:00:00,DHL,PAN-ZVJOM8WPKTN471,3,Panama,229
Javier Viquez T,2012-07-02,13:00:00,GoPato,GTM-IIXYTGKXDGQO03,2,Guatemala,36
Pedro Rodriguez O,2012-07-02,8:00:00,GoPato,PAN-PFFSPNQKFGALXG,3,Panama,277
Javier Viquez T,2012-07-02,10:00:00,Correos de Costa Rica,CRC-MMD5DW6F9NKH93,2,Costa Rica,426
Victor Arias B,2012-07-03,13:00:00,DHL,GTM-925JBD9CUDCFJR,1,Guatemala,26
Victor Arias B,2012-07-03,7:00:00,DHL,GTM-WN9XBXRBIOFUFF,1,Guatemala,134
Melissa Hernandez C,2012-07-03,9:00:00,DHL,NIC-3GG9KX6R9869AG,3,Nicaragua,116
Javier Viquez T,2012-07-03,11:00:00,FedEx,PAN-QNH4MF20VKSVK8,3,Panama,69
Juan Gomez H,2012-07-04,7:00:00,DHL,CRC-MOTBVQLKD3GNJZ,1,Costa Rica,286
Juan Gomez H,2012-07-04,9:00:00,FedEx,CRC-BR5EFW6Y6KPGVA,1,Costa Rica,281
Pedro Rodriguez O,2012-07-04,8:00:00,Correos de Costa Rica,NIC-NY2QR1WCKR76PT,2,Nicaragua,388
Pedro Rodriguez O,2012-07-04,7:00:00,UPS,GTM-DDETKI89J7F4D0,3,Guatemala,76
Javier Viquez T,2012-07-04,12:00:00,FedEx,GTM-KXLPNPXXWE81IH,3,Guatemala,326
Juan Gomez H,2012-07-05,11:00:00,FedEx,GTM-RUTQ0QVQTSU9NT,2,Guatemala,93
Juan Gomez H,2012-07-05,8:00:00,DHL,NIC-GCJL1MLHN10EJ5,2,Nicaragua,8
Victor Arias B,2012-07-05,10:00:00,DHL,CRC-5VG4TVEWYUH24B,1,Costa Rica,64
Victor Arias B,2012-07-05,12:00:00,Correos de Costa Rica,CRC-9A4079RDYVJ5ZR,1,Costa Rica,123
Juan Gomez H,2012-07-05,12:00:00,DHL,GTM-BSQBCA4MA6WU20,2,Guatemala,95
Javier Viquez T,2012-07-06,13:00:00,Correos de Costa Rica,GTM-FIL1YMAVDMWZ36,1,Guatemala,300
Javier Viquez T,2012-07-06,10:00:00,Correos de Costa Rica,PAN-IZA897RQAG0T1C,2,Panama,143
Melissa Hernandez C,2012-07-06,13:00:00,FedEx,CRC-7WB3Y0ABVNCOCD,3,Costa Rica,144
Javier Viquez T,2012-07-06,7:00:00,UPS,PAN-I54QUQ6C2BYBUX,2,Panama,204
Javier Viquez T,2012-07-06,10:00:00,Correos de Costa Rica,NIC-TZAYWN6CDVZ2E4,1,Nicaragua,55
Javier Viquez T,2012-07-06,13:00:00,UPS,NIC-KSYS4XX1EK8U70,1,Nicaragua,347
Juan Gomez H,2012-07-07,13:00:00,GoPato,NIC-WAPM8TAB11J512,3,Nicaragua,429
Melissa Hernandez C,2012-07-07,10:00:00,GoPato,PAN-M685RGXH258XUO,1,Panama,379
Javier Viquez T,2012-07-07,7:00:00,FedEx,GTM-8CLRX1OD3YH7HI,1,Guatemala,13
Juan Gomez H,2012-07-07,9:00:00,Correos de Costa Rica,CRC-LV7HEXFWP9OV92,2,Costa Rica,19
Juan Gomez H,2012-07-08,10:00:00,GoPato,NIC-7WRI3YXSLADG6G,1,Nicaragua,174
Pedro Rodriguez O,2012-07-08,7:00:00,GoPato,NIC-OFTLEQ7HEVVDFZ,2,Nicaragua,151
Javier Viquez T,2012-07-08,10:00:00,UPS,PAN-NIAXLPQAVPMG39,2,Panama,392
Javier Viquez T,2012-07-08,12:00:00,FedEx,CRC-LWOMM27HGM14UR,3,Costa Rica,178
Juan Gomez H,2012-07-08,12:00:00,DHL,PAN-MX5XKNR1QPVERG,2,Panama,324
Melissa Hernandez C,2012-07-09,7:00:00,Correos de Costa Rica,GTM-4Y82XZP7ER0R42,3,Guatemala,269
Javier Viquez T,2012-07-09,13:00:00,UPS,CRC-9GO9HHFVRB2O8U,1,Costa Rica,338
Javier Viquez T,2012-07-09,11:00:00,Correos de Costa Rica,GTM-J0G9AXZ7SD153J,3,Guatemala,323
Javier Viquez T,2012-07-10,10:00:00,Correos de Costa Rica,CRC-W2FQTTTZWQA1BN,3,Costa Rica,251
Javier Viquez T,2012-07-10,7:00:00,FedEx,CRC-EEO6UB87VU5WV6,3,Costa Rica,257
Javier Viquez T,2012-07-10,11:00:00,DHL,PAN-R7ZV1J64I8KI75,2,Panama,83
Pedro Rodriguez O,2012-07-10,9:00:00,DHL,PAN-GLA4Z8CDV3Z5KZ,1,Panama,3
Victor Arias B,2012-07-11,10:00:00,UPS,PAN-44NLPP563H3QJK,1,Panama,110
Victor Arias B,2012-07-11,12:00:00,UPS,PAN-31S5EYDN2YHIWV,3,Panama,85
Victor Arias B,2012-07-11,13:00:00,DHL,GTM-JCGLKPZZ6IBZRQ,2,Guatemala,142
Victor Arias B,2012-07-11,11:00:00,FedEx,CRC-3LPGJPJCB1ZZWL,2,Costa Rica,199
Pedro Rodriguez O,2012-07-11,9:00:00,Correos de Costa Rica,CRC-0UYEAQU6NBIGQB,1,Costa Rica,262
Pedro Rodriguez O,2012-07-11,7:00:00,FedEx,NIC-KUGP4XL5JZUPCS,3,Nicaragua,190
Pedro Rodriguez O,2012-07-12,7:00:00,DHL,NIC-DCOSWTAL83UIGS,2,Nicaragua,419
Javier Viquez T,2012-07-12,12:00:00,DHL,GTM-BHWSPP1GVTQJEB,1,Guatemala,158
Pedro Rodriguez O,2012-07-12,7:00:00,DHL,CRC-KC8UGVKVU4GZX8,3,Costa Rica,350
Pedro Rodriguez O,2012-07-12,11:00:00,Correos de Costa Rica,PAN-UK98462768ZM26,1,Panama,389
Javier Viquez T,2012-07-12,10:00:00,GoPato,PAN-P6TZWEAXEEU3HK,3,Panama,110
Victor Arias B,2012-07-13,8:00:00,GoPato,PAN-GN00WRLZZPQL08,1,Panama,210
Victor Arias B,2012-07-13,7:00:00,GoPato,GTM-YZHRW41DDAT7FX,3,Guatemala,36
Victor Arias B,2012-07-13,10:00:00,UPS,CRC-J40VPW6WKLU1IW,1,Costa Rica,173
Javier Viquez T,2012-07-13,11:00:00,UPS,GTM-TVVULTWNL2LUC4,3,Guatemala,431
Melissa Hernandez C,2012-07-13,10:00:00,DHL,GTM-O8WNR0YVQ7CWMV,2,Guatemala,342
Javier Viquez T,2012-07-14,13:00:00,DHL,NIC-HI8XI0UWKTAZQ0,1,Nicaragua,151
Melissa Hernandez C,2012-07-14,10:00:00,Correos de Costa Rica,GTM-NHZSQH1E7UDCKC,1,Guatemala,376
Pedro Rodriguez O,2012-07-14,12:00:00,FedEx,PAN-2E3QDUZCGLYJQD,3,Panama,205
Victor Arias B,2012-07-14,10:00:00,GoPato,CRC-VF81AEJB78OZCZ,1,Costa Rica,132
Melissa Hernandez C,2012-07-14,9:00:00,FedEx,GTM-1WQF2RXBG5NMOP,1,Guatemala,342
Javier Viquez T,2012-07-14,12:00:00,UPS,PAN-LF4AEKVPMV4SJY,2,Panama,446
Pedro Rodriguez O,2012-07-15,13:00:00,GoPato,NIC-DP4QI5Z12A3WOY,2,Nicaragua,179
Javier Viquez T,2012-07-15,10:00:00,GoPato,PAN-U27E4D8CRQCICW,2,Panama,205
Juan Gomez H,2012-07-15,10:00:00,DHL,GTM-DJLZ5DQQFHP96W,2,Guatemala,218
Victor Arias B,2012-07-15,13:00:00,UPS,NIC-YUGTWAQXZV5WZW,2,Nicaragua,133
Victor Arias B,2012-07-15,7:00:00,FedEx,PAN-AAZ9KFN4HXFAC7,1,Panama,304
Pedro Rodriguez O,2012-07-15,8:00:00,FedEx,CRC-S2L3LYZ5I89TTF,1,Costa Rica,123
Juan Gomez H,2012-07-16,8:00:00,Correos de Costa Rica,GTM-NAUHX2WFCP3H3A,2,Guatemala,81
Javier Viquez T,2012-07-16,10:00:00,FedEx,PAN-O5WF6GVEOR528U,2,Panama,105
Melissa Hernandez C,2012-07-16,12:00:00,GoPato,NIC-KWX2Z90H9VGCZP,3,Nicaragua,361
Juan Gomez H,2012-07-16,8:00:00,UPS,GTM-K8A803OY8U3QX1,3,Guatemala,247
Juan Gomez H,2012-07-17,10:00:00,FedEx,GTM-0HJBETE53T5N96,3,Guatemala,240
Victor Arias B,2012-07-17,13:00:00,FedEx,CRC-7RBAJ35F4K0L3Z,2,Costa Rica,440
Melissa Hernandez C,2012-07-17,9:00:00,Correos de Costa Rica,CRC-5HND6DBQ9P4J3K,1,Costa Rica,173
Melissa Hernandez C,2012-07-17,8:00:00,DHL,GTM-EOJE1WXNN1WJDJ,1,Guatemala,142
Pedro Rodriguez O,2012-07-17,12:00:00,UPS,GTM-3PG6QRK98OPTNV,1,Guatemala,433
Melissa Hernandez C,2012-07-18,10:00:00,Correos de Costa Rica,GTM-S6RD0VETLTDQ55,3,Guatemala,117
Juan Gomez H,2012-07-18,10:00:00,UPS,GTM-EM80KWVSRBFZPQ,2,Guatemala,73
Melissa Hernandez C,2012-07-18,13:00:00,GoPato,PAN-EX8GN7LHL2ZDFN,3,Panama,391
Javier Viquez T,2012-07-18,9:00:00,UPS,NIC-IQNVEVZO79FH16,3,Nicaragua,335
Javier Viquez T,2012-07-19,10:00:00,UPS,CRC-3VM2CKZGUTM90I,1,Costa Rica,440
Melissa Hernandez C,2012-07-19,12:00:00,Correos de Costa Rica,GTM-686Q9M9ACF3NA9,1,Guatemala,273
Melissa Hernandez C,2012-07-19,10:00:00,Correos de Costa Rica,GTM-CXJJGKFZNXJDC4,1,Guatemala,313
Juan Gomez H,2012-07-19,8:00:00,DHL,PAN-E3KARNFOQU8O8B,3,Panama,412
Juan Gomez H,2012-07-19,9:00:00,UPS,PAN-DKRTBMDU7VCXIB,2,Panama,180
Juan Gomez H,2012-07-20,10:00:00,DHL,PAN-LTAW7Z1I2EW57T,3,Panama,52
Javier Viquez T,2012-07-20,13:00:00,GoPato,GTM-W7GTSRVFZYAQJ2,3,Guatemala,61
Juan Gomez H,2012-07-20,11:00:00,DHL,PAN-FM1FYSSFV58FYM,2,Panama,188
Javier Viquez T,2012-07-21,7:00:00,UPS,CRC-6YZG3QA76EA6SF,2,Costa Rica,111
Victor Arias B,2012-07-21,10:00:00,DHL,GTM-UHCSOIRB90OS7I,2,Guatemala,232
Juan Gomez H,2012-07-21,8:00:00,DHL,NIC-98SVJSP6NNIP6A,2,Nicaragua,70
Juan Gomez H,2012-07-21,7:00:00,FedEx,GTM-94XK9FOGTBTS9A,3,Guatemala,16
Juan Gomez H,2012-07-21,11:00:00,Correos de Costa Rica,GTM-HN4URUOFZVXUCX,3,Guatemala,312
Victor Arias B,2012-07-22,8:00:00,GoPato,GTM-RXGGPAVOKREAD2,2,Guatemala,76
Juan Gomez H,2012-07-22,12:00:00,UPS,PAN-MUL29332N9EALH,3,Panama,271
Victor Arias B,2012-07-22,7:00:00,FedEx,NIC-SCFKNWL3YGEW4A,1,Nicaragua,44
Melissa Hernandez C,2012-07-22,10:00:00,Correos de Costa Rica,PAN-ZU8XLS0XCX7X1D,1,Panama,401
Javier Viquez T,2012-07-22,13:00:00,UPS,GTM-XXCZO4VWYBCWSH,1,Guatemala,290
Juan Gomez H,2012-07-22,10:00:00,FedEx,GTM-C8728I77269NM6,1,Guatemala,158
Victor Arias B,2012-07-22,9:00:00,UPS,GTM-H4E9RT9M23A4M1,2,Guatemala,436
Juan Gomez H,2012-07-23,8:00:00,UPS,GTM-VXQZUEI0YP1VQR,1,Guatemala,307
Melissa Hernandez C,2012-07-23,7:00:00,UPS,PAN-WR26QA7ELPDTMF,1,Panama,180
Juan Gomez H,2012-07-23,8:00:00,Correos de Costa Rica,CRC-U5PIIDI4LNE62J,3,Costa Rica,373
Victor Arias B,2012-07-23,8:00:00,GoPato,PAN-N3DFLNFY1SEQVK,2,Panama,304
Melissa Hernandez C,2012-07-23,11:00:00,Correos de Costa Rica,GTM-Y9H7VKTJACSB03,1,Guatemala,312
Juan Gomez H,2012-07-24,7:00:00,Correos de Costa Rica,NIC-A5YVB2NCAJ4J3V,2,Nicaragua,82
Melissa Hernandez C,2012-07-24,10:00:00,DHL,NIC-YXA663NRRC43SD,1,Nicaragua,44
Juan Gomez H,2012-07-24,9:00:00,UPS,NIC-TC0SYLR9ECTDFP,2,Nicaragua,82
Victor Arias B,2012-07-24,13:00:00,DHL,GTM-PY3C1RN2NAWJ5R,1,Guatemala,376
Melissa Hernandez C,2012-07-24,11:00:00,FedEx,NIC-76UL1FKEJST3RZ,1,Nicaragua,133
Javier Viquez T,2012-07-25,12:00:00,Correos de Costa Rica,CRC-SA2KUT4KYX3N4Z,3,Costa Rica,440
Melissa Hernandez C,2012-07-25,8:00:00,UPS,NIC-H6DAY1SHYABJ39,2,Nicaragua,263
Victor Arias B,2012-07-25,13:00:00,UPS,CRC-PXRUCI39XRR9RY,3,Costa Rica,123
Juan Gomez H,2012-07-26,8:00:00,GoPato,CRC-6R1KHEID0C7G9Y,3,Costa Rica,100
Juan Gomez H,2012-07-26,9:00:00,Correos de Costa Rica,PAN-8YI8TIFBNKOSLG,1,Panama,409
Victor Arias B,2012-07-26,11:00:00,Correos de Costa Rica,PAN-6PG50C0VFL7G6G,1,Panama,351
Victor Arias B,2012-07-26,9:00:00,FedEx,CRC-MF4FANFMLE4XQ6,2,Costa Rica,123
Javier Viquez T,2012-07-26,8:00:00,FedEx,GTM-7TU8Z9TU3SL713,3,Guatemala,240
Juan Gomez H,2012-07-27,8:00:00,FedEx,CRC-OJ8NTNXEFDTQK6,1,Costa Rica,198
Victor Arias B,2012-07-27,13:00:00,UPS,PAN-3FUHTMY023FVEX,3,Panama,283
Victor Arias B,2012-07-27,12:00:00,FedEx,GTM-DU0RFK8DNGRY0B,1,Guatemala,299
Victor Arias B,2012-07-27,11:00:00,GoPato,PAN-1OXPOUX1GP61VM,2,Panama,243
Pedro Rodriguez O,2012-07-27,13:00:00,UPS,PAN-LH01I9B43YNGT0,2,Panama,369
Victor Arias B,2012-07-28,11:00:00,Correos de Costa Rica,PAN-GBHOM2V2HOVZ2E,3,Panama,127
Javier Viquez T,2012-07-28,7:00:00,GoPato,GTM-UAOYEA8VPSGID7,3,Guatemala,238
Victor Arias B,2012-07-28,9:00:00,DHL,CRC-PG05337O4SLN7A,1,Costa Rica,41
Victor Arias B,2012-07-29,7:00:00,FedEx,NIC-SJOMHB45JMJKXB,3,Nicaragua,448
Pedro Rodriguez O,2012-07-29,13:00:00,UPS,GTM-C2F19D74UL40LI,1,Guatemala,386
Pedro Rodriguez O,2012-07-29,8:00:00,GoPato,NIC-BLKWOWDWR9QAI8,1,Nicaragua,244
Juan Gomez H,2012-07-29,13:00:00,FedEx,PAN-TUGJL4QEQBDUK2,3,Panama,397
Pedro Rodriguez O,2012-07-29,8:00:00,FedEx,GTM-Y396FHXIS7U6G3,2,Guatemala,93
Pedro Rodriguez O,2012-07-30,9:00:00,UPS,PAN-BZZGZ5GLVSUKA7,2,Panama,156
Melissa Hernandez C,2012-07-30,8:00:00,FedEx,GTM-I6RB95P7IGXYBW,3,Guatemala,341
Melissa Hernandez C,2012-07-30,12:00:00,DHL,GTM-LJC2ZW733F604Y,2,Guatemala,407
Javier Viquez T,2012-07-31,7:00:00,Correos de Costa Rica,PAN-T5UL8MFBMRJM5V,3,Panama,186
Juan Gomez H,2012-07-31,10:00:00,FedEx,GTM-BHFY8B1UNYNQM9,2,Guatemala,206
Victor Arias B,2012-07-31,8:00:00,DHL,CRC-4N43H15L4V6CTS,3,Costa Rica,28
Pedro Rodriguez O,2012-08-01,13:00:00,FedEx,NIC-DZHHYQNCDZ8FKP,2,Nicaragua,189
Javier Viquez T,2012-08-01,7:00:00,FedEx,PAN-I27CG2VM34X16J,3,Panama,398
Pedro Rodriguez O,2012-08-01,10:00:00,Correos de Costa Rica,CRC-B3CBPXBBPRN4M3,2,Costa Rica,338
Melissa Hernandez C,2012-08-01,7:00:00,DHL,CRC-31KU1WRIEDQHBG,1,Costa Rica,306
Juan Gomez H,2012-08-01,8:00:00,FedEx,GTM-Q8VLH53FR8M7HS,2,Guatemala,168
Victor Arias B,2012-08-02,8:00:00,GoPato,PAN-RSVAZTXF7V1HAN,3,Panama,397
Javier Viquez T,2012-08-02,9:00:00,FedEx,CRC-FFD76E3988YJU1,3,Costa Rica,170
Melissa Hernandez C,2012-08-02,12:00:00,FedEx,CRC-BBYTK25NYE72AJ,1,Costa Rica,254
Melissa Hernandez C,2012-08-02,13:00:00,FedEx,CRC-NMGMBS64U8S2XO,3,Costa Rica,246
Victor Arias B,2012-08-03,13:00:00,Correos de Costa Rica,PAN-4XZAOESEI88TAG,2,Panama,128
Juan Gomez H,2012-08-03,7:00:00,Correos de Costa Rica,CRC-40T715FYW8REZG,2,Costa Rica,137
Pedro Rodriguez O,2012-08-03,8:00:00,UPS,PAN-SADVDTUY3D8MVU,3,Panama,34
Victor Arias B,2012-08-03,11:00:00,UPS,GTM-H1YBJ548NCLJF9,1,Guatemala,32
Melissa Hernandez C,2012-08-03,11:00:00,DHL,PAN-9607BWFELOCBYB,2,Panama,110
Victor Arias B,2012-08-04,13:00:00,FedEx,PAN-WNI3I1FLT9UGDM,3,Panama,126
Pedro Rodriguez O,2012-08-04,11:00:00,Correos de Costa Rica,CRC-TQT369MNWJQ9F7,1,Costa Rica,250
Juan Gomez H,2012-08-04,8:00:00,UPS,PAN-9GFI8BDFTDRGF6,3,Panama,197
Juan Gomez H,2012-08-05,13:00:00,GoPato,GTM-KGN8E19D8X8IC1,3,Guatemala,76
Juan Gomez H,2012-08-05,9:00:00,Correos de Costa Rica,PAN-BAAG15KIK8OYYE,2,Panama,369
Juan Gomez H,2012-08-05,9:00:00,Correos de Costa Rica,NIC-NKV2GWEB2RJ9BC,2,Nicaragua,248
Melissa Hernandez C,2012-08-06,7:00:00,UPS,GTM-MEYHAOGPZAAJS8,3,Guatemala,63
Melissa Hernandez C,2012-08-06,7:00:00,GoPato,GTM-DJEB1CITP4Y01Y,2,Guatemala,6
Pedro Rodriguez O,2012-08-06,13:00:00,DHL,NIC-1Q1AXWMN67TG7L,3,Nicaragua,45
Melissa Hernandez C,2012-08-06,13:00:00,DHL,GTM-F225YBYGEMQQPZ,3,Guatemala,323
Victor Arias B,2012-08-07,10:00:00,GoPato,GTM-EHII9EV8SUP57D,3,Guatemala,247
Victor Arias B,2012-08-07,7:00:00,UPS,PAN-FR4ZNZPQ71OTDQ,3,Panama,114
Javier Viquez T,2012-08-07,11:00:00,GoPato,GTM-NNGC14RN62UUZ2,3,Guatemala,107
Melissa Hernandez C,2012-08-07,7:00:00,Correos de Costa Rica,PAN-3UFTU21HCFBLRF,3,Panama,52
Pedro Rodriguez O,2012-08-08,7:00:00,DHL,CRC-SEGUTENOGBJLRN,3,Costa Rica,191
Melissa Hernandez C,2012-08-08,11:00:00,DHL,CRC-WUNFS4MOFTG55L,1,Costa Rica,281
Juan Gomez H,2012-08-08,10:00:00,DHL,CRC-6G5WQZ5CFJ4NJK,3,Costa Rica,194
Victor Arias B,2012-08-09,13:00:00,Correos de Costa Rica,PAN-SAXC3PUQK0LOAW,1,Panama,446
Javier Viquez T,2012-08-09,10:00:00,DHL,GTM-0BCPERPHXB5DLN,2,Guatemala,158
Pedro Rodriguez O,2012-08-09,8:00:00,Correos de Costa Rica,GTM-49EEWHGQBSM6UI,3,Guatemala,411
Juan Gomez H,2012-08-09,12:00:00,DHL,CRC-GPEP8E0Z9HCU72,3,Costa Rica,207
Melissa Hernandez C,2012-08-10,13:00:00,UPS,NIC-7VMX3VRTZPIGKN,2,Nicaragua,44
Pedro Rodriguez O,2012-08-10,11:00:00,UPS,GTM-9KEAW4VJTX4RQ6,3,Guatemala,25
Javier Viquez T,2012-08-10,7:00:00,UPS,GTM-CMG9LVIJGIO9QF,2,Guatemala,58
Melissa Hernandez C,2012-08-10,10:00:00,GoPato,GTM-ISF9Y0FCYEZJAA,1,Guatemala,182
Pedro Rodriguez O,2012-08-10,9:00:00,Correos de Costa Rica,GTM-YQ3DM4BP3X6GAL,3,Guatemala,443
Juan Gomez H,2012-08-11,13:00:00,UPS,GTM-EV8R78824S0QA9,3,Guatemala,312
Javier Viquez T,2012-08-11,10:00:00,GoPato,GTM-GW2TCDK468J4IE,3,Guatemala,273
Pedro Rodriguez O,2012-08-11,13:00:00,UPS,GTM-INRMC89G37B5Z6,2,Guatemala,75
Pedro Rodriguez O,2012-08-12,7:00:00,FedEx,GTM-ZDRUSNG4Z6CN7P,1,Guatemala,261
Victor Arias B,2012-08-12,12:00:00,GoPato,NIC-TD9PDW65QSIZ12,3,Nicaragua,447
Juan Gomez H,2012-08-12,10:00:00,Correos de Costa Rica,CRC-Z40RSHGUTJIHU3,1,Costa Rica,339
Javier Viquez T,2012-08-12,12:00:00,Correos de Costa Rica,NIC-VI3DAHD3ZKBY72,2,Nicaragua,279
Javier Viquez T,2012-08-12,13:00:00,FedEx,PAN-D5O2DZDC1WTZRW,3,Panama,242
Victor Arias B,2012-08-13,8:00:00,UPS,NIC-XJZEKBHODOW77Y,2,Nicaragua,416
Juan Gomez H,2012-08-13,8:00:00,UPS,NIC-0BVUZSL5MOIJKQ,1,Nicaragua,39
Pedro Rodriguez O,2012-08-13,9:00:00,DHL,NIC-9Q1IBRPX2O93Q1,1,Nicaragua,45
Victor Arias B,2012-08-13,7:00:00,DHL,GTM-NPP71PPII1ZI19,2,Guatemala,154
Juan Gomez H,2012-08-13,9:00:00,GoPato,GTM-1NP6HKJVK5S2B7,3,Guatemala,181
Juan Gomez H,2012-08-14,8:00:00,Correos de Costa Rica,GTM-ABYWD43NJIVECL,3,Guatemala,313
Melissa Hernandez C,2012-08-14,7:00:00,GoPato,NIC-WVWTDRHQP55UAM,1,Nicaragua,258
Pedro Rodriguez O,2012-08-14,11:00:00,FedEx,PAN-45T1S9AGERFIAX,2,Panama,409
Juan Gomez H,2012-08-14,8:00:00,UPS,NIC-MDE4Z10EQ2XU1K,3,Nicaragua,343
Pedro Rodriguez O,2012-08-14,9:00:00,UPS,NIC-PG3F4P98F3855Z,1,Nicaragua,416
Juan Gomez H,2012-08-15,7:00:00,UPS,NIC-8FKRNL1002HUD8,2,Nicaragua,133
Melissa Hernandez C,2012-08-15,7:00:00,FedEx,GTM-LTMTOSQTXHS3BS,3,Guatemala,200
Javier Viquez T,2012-08-15,11:00:00,GoPato,NIC-F7CRCWJSQIHYPD,2,Nicaragua,167
Javier Viquez T,2012-08-15,8:00:00,Correos de Costa Rica,NIC-UGHCCNFP88FX1N,1,Nicaragua,202
Juan Gomez H,2012-08-15,8:00:00,Correos de Costa Rica,PAN-YESLVOERKQWST3,3,Panama,242
Pedro Rodriguez O,2012-08-16,8:00:00,FedEx,GTM-6VV6NENU0HBJCW,3,Guatemala,402
Juan Gomez H,2012-08-16,7:00:00,DHL,PAN-6TIDN6X44EEAS7,1,Panama,114
Melissa Hernandez C,2012-08-16,7:00:00,Correos de Costa Rica,PAN-OJ5GJFN9MP5JW7,2,Panama,15
Melissa Hernandez C,2012-08-16,9:00:00,UPS,GTM-E2Q9ET32X0N0M4,2,Guatemala,63
Victor Arias B,2012-08-16,8:00:00,DHL,GTM-ZA43FNFNGTS8OZ,1,Guatemala,166
Javier Viquez T,2012-08-17,9:00:00,Correos de Costa Rica,NIC-A1MNY1HNI6QN7P,1,Nicaragua,209
Juan Gomez H,2012-08-17,13:00:00,UPS,GTM-DX5YWNSH9X5AEB,1,Guatemala,272
Javier Viquez T,2012-08-17,9:00:00,DHL,GTM-3UCOK6LAMIU90L,3,Guatemala,147
Pedro Rodriguez O,2012-08-17,9:00:00,UPS,GTM-BV6G64PG24W77S,3,Guatemala,403
Juan Gomez H,2012-08-18,12:00:00,DHL,CRC-8Q07B3XB7C31CI,3,Costa Rica,354
Victor Arias B,2012-08-18,7:00:00,DHL,GTM-687E02BWL0E47G,2,Guatemala,217
Melissa Hernandez C,2012-08-18,11:00:00,Correos de Costa Rica,CRC-S934G8BQ8WACBI,2,Costa Rica,420
Juan Gomez H,2012-08-19,9:00:00,GoPato,CRC-RP7D3KA05WOP4S,3,Costa Rica,250
Juan Gomez H,2012-08-19,9:00:00,Correos de Costa Rica,CRC-1ZZIJFSIXV6NSH,3,Costa Rica,194
Victor Arias B,2012-08-19,13:00:00,FedEx,GTM-S5VQ4CVN54A2TO,1,Guatemala,76
Javier Viquez T,2012-08-19,10:00:00,FedEx,PAN-H84RL49UK3AUZ3,1,Panama,210
Javier Viquez T,2012-08-19,12:00:00,GoPato,NIC-1WTW9RBI0W97EQ,2,Nicaragua,429
Pedro Rodriguez O,2012-08-20,8:00:00,DHL,NIC-17TD51X7BL8YJZ,2,Nicaragua,116
Juan Gomez H,2012-08-20,7:00:00,DHL,GTM-1IGY5WQ61GA511,3,Guatemala,269
Juan Gomez H,2012-08-20,8:00:00,FedEx,GTM-7HO0Q0UI4FAE8M,2,Guatemala,154
Victor Arias B,2012-08-21,8:00:00,GoPato,PAN-G2TP1NG67HTS5I,3,Panama,421
Melissa Hernandez C,2012-08-21,7:00:00,Correos de Costa Rica,CRC-MT8UKDZSR6BK0G,3,Costa Rica,286
Melissa Hernandez C,2012-08-21,12:00:00,GoPato,PAN-I7QKOS1J42Q20N,2,Panama,432
Javier Viquez T,2012-08-21,8:00:00,DHL,GTM-70XQMBC0R9M19Z,2,Guatemala,157
Melissa Hernandez C,2012-08-22,8:00:00,Correos de Costa Rica,NIC-L6Q48J4BV41JXL,1,Nicaragua,331
Pedro Rodriguez O,2012-08-22,9:00:00,UPS,NIC-24AFYTYRSY8C13,1,Nicaragua,183
Juan Gomez H,2012-08-22,9:00:00,DHL,CRC-1J6WQ3KRP7KLHE,1,Costa Rica,19
Melissa Hernandez C,2012-08-22,11:00:00,Correos de Costa Rica,GTM-S2OBE6WRY9D8ET,1,Guatemala,291
Melissa Hernandez C,2012-08-22,11:00:00,UPS,PAN-WVC8PWX2F48IJ0,2,Panama,110
Javier Viquez T,2012-08-22,12:00:00,FedEx,PAN-JLHKMMUEE1QSVF,3,Panama,103
Juan Gomez H,2012-08-22,7:00:00,DHL,GTM-X7OQBED1982HXQ,3,Guatemala,163
Victor Arias B,2012-08-23,8:00:00,FedEx,PAN-RQXSDW45ES4ARQ,3,Panama,304
Juan Gomez H,2012-08-23,10:00:00,UPS,CRC-77J1MYTJRLHFNL,2,Costa Rica,173
Melissa Hernandez C,2012-08-23,8:00:00,DHL,PAN-EJAZJOQS7YTWQQ,1,Panama,130
Victor Arias B,2012-08-23,9:00:00,GoPato,CRC-VL1QKJZ1HPW8T5,1,Costa Rica,22
Javier Viquez T,2012-08-23,11:00:00,GoPato,PAN-NRJ2CFH37ZNR8X,1,Panama,24
Pedro Rodriguez O,2012-08-24,13:00:00,DHL,GTM-C3S0FJ88BBU49T,2,Guatemala,73
Pedro Rodriguez O,2012-08-24,12:00:00,DHL,GTM-1CAW7LFDP78D1C,3,Guatemala,342
Javier Viquez T,2012-08-24,11:00:00,FedEx,NIC-B8MJ596HLFJY4U,1,Nicaragua,374
Juan Gomez H,2012-08-24,12:00:00,UPS,NIC-MB4PEVDAKM86Q6,2,Nicaragua,449
